,name,category,rating,price,currency,description
553,"Glenmorangie 15 year old The Cadboll Estate, 43%",Single Malt Scotch,91,85,$,"This was produced from barley grown on the distillery’s Cadboll Estate and matured for 15 years in first-fill bourbon casks. Soft malt, ginger, honey, tangerines, and rose petals on the pleasing, harmonious nose. Rounded on the palate, with malt, more honey, white chocolate, fudge, and tangy citrus notes. Citrus fruit, vanilla, and cocoa powder on the finish."
554,"Blackadder 11 year old Raw Cask Balmenach 2008 Single Cask (Cask No. 14), 58.5%",Single Malt Scotch,91,165,$,"Charred oak meets grape jelly, with aromas of crushed almonds, dried blueberries, new car leather, dark chocolate-covered raisins, and a whole lot of vanilla. In the mouth it’s chewy and well-textured; add water and it turns velvety. The water brings out better balance as well, tempering the very active cask and buttressing berry, orange, cinnamon-chocolate, and espresso bean. More coffee bean, cinnamon-dusted pecans, dark chocolate, raspberry coulis, and hints of tobacco on the finish. A scotch for bourbon lovers. (268 bottles; 90 for U.S.)"
555,"Kilchoman USA Small Batch No. 2, 48.5%",Single Malt Scotch,91,85,$,"Buckets of fresh-picked berries, pastry cream, green banana, saline, and iodine peat on the nose. It stays consistent on the palate, with sweet berries, toasted baking spice, chocolate, salty and mineral peat, and a creamy texture. The flavor builds and then, on the finish, crescendos on a wave of dark chocolate, bittersweet oak, and smoldering peat smoke. The fruit doesn’t make it to the end, but there’s no lack of a sense of completion. (1,260 bottles; U.S. exclusive)"
556,"Port Askaig 18 year old 2000 Single Cask (Cask No. 309927), 50.8%",Single Malt Scotch,91,265,$,"Aromatic on the nose, with vivid fruitiness mingling with briny, rubbery peat: grilled apples and pears, lemon zest, and peach slices. On the palate, it presents as simple, but wait a beat to let the whisky settle—and add a bit of water—and that simplicity reads more as softness in texture. The flavors are expressive and consistent with the nose: lemon and lime zest, peach, apricot, and salty-peppery peat. It finishes with bittersweet smoke, tobacco leaf, black pepper, and lingering oak. (250 bottles; U.S. exclusive)"
557,"Single Malts of Scotland 30 year old Imperial 1989 Single Cask (Cask No. 362), 43.3%",Single Malt Scotch,91,350,$,"Perfumy in both aroma and flavor: rose potpourri, peach blossom, lemon drops, strawberry shortcake, talcum powder, and clean cereal notes on the nose. Candied rose petal on the palate, as well as dried fruit (especially with water), rich and well-integrated spice, cacao nibs, and dry oak. It’s distinctive and well-balanced, even when the oak seems a touch bitter. The finish is dry and leathery, with pipe tobacco, cinnamon, and, still, that rose note. (172 bottles; U.S. exclusive)"
558," Macallan 15 year old Double Cask, 43%",Single Malt Scotch,91,135,$,"Initially, a fleeting aroma of farmyard, followed by furniture polish, spice, apple peel, and cocktail cherries. Smooth on the palate, with dried fruit, chewy oak, raisins, and more cocktail cherries. Spicy dark berries, ginger, and licorice in the finish."
559," Chivas Extra 13 year old Tequila Cask, 40%",Blended Scotch Whisky,91,45,$,"The nose is strikingly different than what is typical of Chivas Regal; aside from tequila, there are a lot of floral notes, perfumed soaps, Jaffa orange, and a little pepper. Pear and tequila notes on the palate reverberate around a central hub of spice before sweetness breaks through, surfing a wave of orange, grapefruit juice, and fresh green apple. A very smooth drink; this is sweet, spicy, and invigorating."
560,"Compass Box Great King Street Artist’s Blend, 43%",Blended Scotch Whisky,91,40,$,"Nostalgic aromas of wafers, white chocolate, hints of spice, and vanilla ice cream make this a mouthwatering choice. Sweet and creamy, there are rich flavors of vanilla panna cotta, candied fruit, pear, apricot, and white chocolate, adding caramel, custard creams, and sliced banana toward the end. Inspired by great blenders from many generations ago, this is astonishingly good for pleasurable drinking and mixing."
561,"Mortlach Prima & Ultima 25 year old 1994 (Cask No. 2652), 55.1%",Single Malt Scotch,91,"25,899",$,"Oily on the nose, with spent matches, resin, and grilled meat, then vanilla, citrus fruit,
old leather, and a developing floral note. Initially very fruity on the muscular palate,
with cracked pepper, stewed root vegetables, and dark chocolate appearing in time.
Peppery oak, ginger, and soy sauce in the finish. Price is for entire Prima & Ultima
Collection, of which this whisky is a part. (389 bottles) £20,000"
562,"Port Ellen Untold Stories 40 year old 9 Rogue Casks, 50.9%",Single Malt Scotch,91,8417,$,"Faint smoke on the nose, with orange and malt. Floral notes in time, plus nougat.
More orange, and star anise on the palate, with overt woodsmoke, old leather, and
developing dark chocolate. The finish is long and lightly smoky. (1,380 bottles) £6,500"
563,"Gordon & MacPhail 125th Anniversary 1975 (Glencraig, Distilled at Glenburgie; Cask No. 9686), 54.2%",Single Malt Scotch,91,2500,$,"
Glencraig was the name given to the single malt made using Lomond stills at Glenburgie Distillery. The nose leads with linseed oil, then coconut, malt, dark chocolate fondant, and tiramisu. Oily on the palate, with sweet orange, cocoa powder, and ginger. The finish dries very slowly to dark chocolate and light wood spices. (110 bottles, 12 for U.S.)"
564,"Mortlach 21 year old (Diageo Special Releases 2020), 56.9%",Single Malt Scotch,91,755,$,"
Aged in a mix of Pedro Ximénez and oloroso sherry-seasoned casks, this has a peppery, slightly savory nose, offering boiled sweets and dried fruits. The palate is voluptuous, with sherry, dates, caramel, dark spices, and oak tannins. Licorice and a suggestion of chile in the ultimately drying, lengthy, slightly meaty finish. (7,692 bottles)"
565,"Dalwhinnie 30 year old (Diageo Special Releases 2020), 51.9%",Single Malt Scotch,91,722,$,"
Pipe tobacco, white pepper, and a mildly herbal note on the nose, with emerging vanilla, green berries, and ginger. Full-bodied in the mouth, supple and creamy, with orchard fruits and more white pepper. Drying in the very long finish, with chile, light tannins, and dark chocolate. (6,978 bottles)"
566,"Dalmore 12 year old Sherry Cask Select, 43%",Single Malt Scotch,91,80,$,"
The nose is rich, with new leather, sultanas, dates, furniture polish, ginger, Jaffa oranges, and cloves. Silky on the palate, mandarin oranges with cream, developing toffee, milky coffee, and milk chocolate. The long finish offers nougat, dark chocolate, licorice, and light spices."
567,"Blackadder 9 year old Raw Cask Smoking Islay, 59.4%",Blended Malt Scotch Whisky,91,150,$,"

You looking for adventure, my friend? Follow me. Enveloped in sweet aromatic smoke, this wraps you in a headlock, enabling smoke to snake into your nostrils and blow out both ears. Blistering smoky precision, with shredded lemon peel, île flottante, toffee, jasmine, and cinnamon bark. A palate of lemon meringue pie, vanilla, light toffee, and pepper conceals its true strength. For hedonists: Rowdy, with a chance of peat for all. (278 bottles, 90 for U.S.)—"
568,"Single Malts of Scotland 10 year old Clynelish Single Cask (Distilled in 2010; Cask No. 700051), 57.4%",Single Malt Scotch,91,130,$,"

Fruit and grain drive this solid sipper, with aromas of banana, cantaloupe, almond paste, and lemon-ginger tea to start. In the mouth, it’s rounded and full, showing zingy lemon, biscuity malt, cooked bananas, and milk chocolate. Water brings out brighter fruit flavors: strawberry, lemon, and green apple hard candies. The finish comes full circle, with bananas, lemon, almonds, and vanilla. (216 bottles; U.S. exclusive)"
569,"Single Malts of Scotland 20 year old Ardbeg Single Cask (Distilled in 2001; Cask No. 1-93), 51.8%",Single Malt Scotch,91,600,$,"

At first whiff, the nose is classic Islay peat: kelp and kippers, with the rubbery pop of new vinyl couch cushions. Add a little water, and fresh lemon and grapefruit burst from the glass: a welcome surprise. The oily palate highlights both—abundant saline peat and zippy citrus—with a tingle of white pepper that lingers in the nose well into the finish, which also has roasted walnuts, nori, ash, and oak. (192 bottles; U.S. exclusive)"
570,"King's Crest, 25 year old, 40%",Blended Scotch Whisky,90,125.00,$,"Amber gold color. Aromas of delicate fruit, coconut, vanilla and toffee, with delicate background oak notes. The flavor delivers what the aroma promises. It is nicely balanced, with a lingering dryish finish. 
"
571,"Murray McDavid (Distilled at Ardbeg) 1990, 8 year old, 46%",Single Malt Scotch,90,65,$,"Pale white wine color. Smoky, youthful aroma. There’s no surprises here-it definitely smells like a young Ardbeg. Big beautiful explosion of smoky, tarry flavors that evolve and seem to linger on the palate indefinitely. This is the first Ardbeg release I've tasted since the distillery's long shut down in the 1980s. After the shut down, they discontinued their floor maltings, so I was concerned that it might not taste like the Ardbeg of old. Ardbeg fans can let out a big sigh of relief. This one is big and gutsy-just the way we like it. My only criticism of this particular release is that it could have used about one or two more years in oak to tame some of the spirity nature of the whisky. Otherwise, this is wonderful stuff!"
572,"Auchentoshan 18 year old, 55.8%",Single Malt Scotch,90,100,$,"Aged in first and (mostly) second fill sherry casks. The sherry is kept in balance and does not mask Auchentoshan’s subtle beauty. The classic Auchentoshan creamy, grassy, freshness abounds, complemented by honey-soaked almonds, cereal grain, and an array of bright fruit (citrus, sultana, mandarin). Not as polished as the Auchentoshan 21 year old, but quite entertaining. (420 bottles for the U.S.)"
573,"Auchentoshan 36 year old 1966 Vintage, 49.4%",Single Malt Scotch,90,120,$,"Amber color, with gold hues. Soft, subtly seductive aromas of creamy vanilla, crème brulee, tropical fruit, oak, and a hint of mint. Light to medium in body-silky in texture at first, then becoming and firm. On the palate, the whisky starts out gently sweet, with creamy vanilla and honeyed malt. Subtle tropical fruit notes arrive mid palate. The whisky then begins to dry out fairly rapidly (this is a 36 year old Lowland after all), as dry resinous notes of vanilla, mint, and herbs reveal themselves. The whisky finishes dry, with notes of soft leather. The way the owners of Auchentoshan and Glen Garioch are handling vintage bottlings now is that specialty retailer orders an entire cask and sells it exclusively. This one is a Sam's exclusive. It's older than the previous, widely distributed 1966 bottling and less expensive too! You wouldn't expect a triple distilled Lowland whisky to age so gracefully. Auchentoshan is an exception to the rule. It has acquired the depth and maturity from extensive aging, yet it still manages to maintain its distillery character and Lowland gentility. Only on the dry finish does it really show its age. But that's a small price to pay for an otherwise very good single cask whisky at a very reasonable price for 36 years old."
